Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Profit Margin,Shipping Days,Order Size,Profit Category,Order Year,Order Month,Sales % Total,Sales % Region,Running Sales,Previous Sale
1037,US-2021-100006-CHO-TRI-54000,2021-09-07,2027-03-06,Standard Class,100006,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2006,Small,Low,2021,September,0.007934625457113773,0.027307654590453145,14155.39999999997,
9347,US-2024-100013-CHO-SCR-58000,2024-11-06,2030-05-04,Standard Class,100013,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2005,Small,Low,2024,November,0.005078160292552814,0.015550242076233766,129800.13000000003,
9342,US-2024-100013-CHO-SCR-58000,2024-11-06,2030-05-04,Standard Class,100013,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2005,Small,Low,2024,November,0.002539080146276407,0.007775121038116883,129821.73000000004,7.2
9352,US-2024-100013-CHO-SCR-58000,2024-11-06,2030-05-04,Standard Class,100013,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2005,Small,Low,2024,November,0.005078160292552814,0.015550242076233766,129952.99000000003,3.6
6330,US-2023-100041-CHO-SCR-58000,2023-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2005,Small,Low,2023,November,0.005078160292552814,0.022473593527605064,87551.5400000001,
6321,US-2023-100041-CHO-MIL-31000,2023-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2005,Small,Low,2023,November,0.0022922251320550897,0.010144330411766175,87554.7900000001,7.2
6328,US-2023-100041-CHO-FUD-51000,2023-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2005,Small,Low,2023,November,0.007617240438829222,0.0337103902914076,87565.5900000001,3.25
7684,US-2024-100048-CHO-MIL-31000,2024-05-19,2029-11-14,Standard Class,100048,United States,Mount Vernon,New York,10550,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2005,Medium,Medium,2024,May,0.013753350792330539,0.047333267956785455,106597.01999999999,
7696,US-2024-100048-CHO-FUD-51000,2024-05-19,2029-11-14,Standard Class,100048,United States,Mount Vernon,New York,10550,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2005,Small,Low,2024,May,0.007617240438829222,0.026215348406835023,106611.31,19.5
7698,US-2024-100048-CHO-MIL-31000,2024-05-19,2029-11-14,Standard Class,100048,United States,Mount Vernon,New York,10550,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2005,Small,Low,2024,May,0.004584450264110179,0.01577775598559515,106629.06,10.8
7755,US-2024-100055-CHO-TRI-54000,2024-05-28,2029-11-22,Standard Class,100055,United States,Laurel,Maryland,20707,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2004,Small,Low,2024,May,0.005289750304742514,0.018205103060302097,107420.29000000001,
7756,US-2024-100055-CHO-SCR-58000,2024-05-28,2029-11-22,Standard Class,100055,United States,Laurel,Maryland,20707,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2004,Small,Low,2024,May,0.007617240438829222,0.026215348406835023,107431.09000000001,7.5
2768,US-2022-100069-CHO-SCR-58000,2022-06-29,2027-12-24,Standard Class,100069,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2004,Small,Low,2022,June,0.005078160292552814,0.022473593527605064,38410.400000000045,
6376,US-2023-100083-CHO-FUD-51000,2023-11-24,2029-05-21,Standard Class,100083,United States,Medford,Oregon,97504,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2005,Small,Low,2023,November,0.002539080146276407,0.007775121038116883,88072.23000000013,
718,US-2021-100090-CHO-MIL-31000,2021-07-08,2027-01-02,Standard Class,100090,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2004,Medium,Medium,2021,July,0.013753350792330539,0.04211523895646645,9903.00999999999,
717,US-2021-100090-CHO-MIL-31000,2021-07-08,2027-01-02,Standard Class,100090,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2004,Small,Low,2021,July,0.0068766753961652695,0.021057619478233223,9912.75999999999,19.5
9658,US-2024-100097-CHO-NUT-13000,2024-11-26,2030-05-22,Second Class,100097,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2003,Small,Medium,2024,November,0.01230748570903425,0.04235720645363621,134344.08000000025,
9668,US-2024-100097-CHO-MIL-31000,2024-11-26,2030-05-22,Second Class,100097,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2003,Small,Medium,2024,November,0.011461125660275448,0.039444389963987886,134371.13000000024,17.45
8792,US-2024-100111-CHO-NUT-13000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2006,Small,Medium,2024,September,0.01230748570903425,0.04235720645363621,121808.86000000003,
8795,US-2024-100111-CHO-NUT-13000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,38.39,11,27.39,11.0,71.34670487106017,2006,Large,High,2024,September,0.027076468559875354,0.09318585419799967,121847.25000000003,17.45
8793,US-2024-100111-CHO-FUD-51000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2006,Small,Low,2024,September,0.002539080146276407,0.008738449468945008,121850.85000000003,38.39
8801,US-2024-100111-CHO-MIL-31000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2006,Small,Low,2024,September,0.004584450264110179,0.01577775598559515,121878.95000000004,3.6
8794,US-2024-100111-CHO-NUT-13000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2006,Small,Low,2024,September,0.007384491425420551,0.02541432387218173,121889.42000000004,6.5
8797,US-2024-100111-CHO-NUT-13000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2006,Small,Low,2024,September,0.004922994283613701,0.016942882581454488,121896.40000000004,10.47
8802,US-2024-100111-CHO-NUT-13000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2006,Small,Low,2024,September,0.007384491425420551,0.02541432387218173,121906.87000000004,6.98
8804,US-2024-100111-CHO-FUD-51000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2006,Small,Low,2024,September,0.007617240438829222,0.026215348406835023,121917.67000000004,10.47
8796,US-2024-100111-CHO-MIL-31000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2006,Small,Low,2024,September,0.0068766753961652695,0.023666633978392727,121927.42000000004,10.8
8800,US-2024-100111-CHO-FUD-51000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2006,Small,Low,2024,September,0.010156320585105629,0.034953797875780034,121941.82000000004,9.75
8799,US-2024-100111-CHO-TRI-54000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2006,Small,Low,2024,September,0.005289750304742514,0.018205103060302097,121949.32000000004,14.4
8805,US-2024-100111-CHO-FUD-51000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2006,Small,Low,2024,September,0.005078160292552814,0.017476898937890017,121956.52000000003,7.5
8803,US-2024-100111-CHO-MIL-31000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2006,Small,Low,2024,September,0.004584450264110179,0.01577775598559515,121963.02000000003,7.2
8798,US-2024-100111-CHO-SCR-58000,2024-09-20,2030-03-19,Standard Class,100111,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2006,Medium,Medium,2024,September,0.022851721316487664,0.07864604522050507,121995.42000000003,6.5
2542,US-2022-100146-CHO-NUT-13000,2022-05-14,2027-11-09,Standard Class,100146,United States,Camarillo,California,93010,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2005,Small,Low,2022,May,0.007384491425420551,0.022612643685856602,35441.440000000024,
2543,US-2022-100146-CHO-MIL-31000,2022-05-14,2027-11-09,Standard Class,100146,United States,Camarillo,California,93010,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2005,Small,Low,2022,May,0.0068766753961652695,0.021057619478233223,35539.63000000003,10.47
2540,US-2022-100146-CHO-SCR-58000,2022-05-14,2027-11-09,Standard Class,100146,United States,Camarillo,California,93010,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2005,Small,Medium,2022,May,0.012695400731382034,0.03887560519058442,35557.63000000003,9.75
2541,US-2022-100146-CHO-NUT-13000,2022-05-14,2027-11-09,Standard Class,100146,United States,Camarillo,California,93010,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2005,Small,Low,2022,May,0.004922994283613701,0.015075095790571067,35579.01000000003,18.0
6650,US-2023-100153-CHO-MIL-31000,2023-12-13,2029-06-08,Standard Class,100153,United States,Norman,Oklahoma,73071,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2004,Small,Low,2023,December,0.009168900528220359,0.0405773216470647,92432.79000000004,
8579,US-2024-100160-CHO-FUD-51000,2024-09-07,2030-03-04,Standard Class,100160,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2004,Small,Medium,2024,September,0.012695400731382034,0.04369224734472504,118668.14000000004,
8578,US-2024-100160-CHO-TRI-54000,2024-09-07,2030-03-04,Standard Class,100160,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2004,Small,Low,2024,September,0.007934625457113773,0.027307654590453145,118757.54000000005,18.0
8583,US-2024-100160-CHO-TRI-54000,2024-09-07,2030-03-04,Standard Class,100160,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2004,Small,Low,2024,September,0.007934625457113773,0.027307654590453145,118768.79000000005,11.25
6815,US-2023-100202-CHO-TRI-54000,2023-12-31,2029-06-27,Standard Class,100202,United States,Anaheim,California,92804,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2005,Small,Low,2023,December,0.007934625457113773,0.02429725324411526,94728.67000000001,
8097,US-2024-100209-CHO-TRI-54000,2024-07-09,2030-01-05,Standard Class,100209,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2006,Small,Low,2024,July,0.005289750304742514,0.016198168829410175,112139.21000000011,
2382,US-2022-100216-CHO-SCR-58000,2022-04-13,2027-10-05,First Class,100216,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2001,Small,Low,2022,April,0.007617240438829222,0.023325363114350652,33393.11000000002,
2381,US-2022-100216-CHO-TRI-54000,2022-04-13,2027-10-05,First Class,100216,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2001,Medium,Medium,2022,April,0.015869250914227546,0.04859450648823052,33415.61000000002,10.8
8051,US-2024-100223-CHO-SCR-58000,2024-07-05,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2005,Medium,Medium,2024,July,0.022851721316487664,0.10113117087422278,111539.8400000001,
8052,US-2024-100223-CHO-SCR-58000,2024-07-05,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2005,Medium,Medium,2024,July,0.022851721316487664,0.10113117087422278,111572.24000000009,32.4
8053,US-2024-100223-CHO-FUD-51000,2024-07-05,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2005,Small,Low,2024,July,0.002539080146276407,0.011236796763802532,111575.8400000001,32.4
8055,US-2024-100223-CHO-FUD-51000,2024-07-05,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2005,Medium,Medium,2024,July,0.015234480877658444,0.0674207805828152,111597.4400000001,3.6
8054,US-2024-100223-CHO-TRI-54000,2024-07-05,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2005,Small,Low,2024,July,0.007934625457113773,0.035114989886882914,111608.6900000001,21.6
9961,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2004,Small,Low,2024,December,0.004922994283613701,0.016942882581454488,138423.59000000032,
9956,US-2024-100230-CHO-TRI-54000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2004,Small,Low,2024,December,0.007934625457113773,0.027307654590453145,138512.45000000033,6.98
9950,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2004,Small,Low,2024,December,0.0024614971418068505,0.008471441290727244,138519.54000000033,11.25
9096,US-2024-100237-CHO-MIL-31000,2024-10-15,2030-04-11,Standard Class,100237,United States,Orem,Utah,84057,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2004,Small,Low,2024,October,0.004584450264110179,0.014038412985488817,126210.14000000003,
5778,US-2023-100244-CHO-NUT-13000,2023-09-20,2029-03-16,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2004,Small,Low,2023,September,0.009845988567227402,0.030150191581142134,79730.35000000008,
5779,US-2023-100244-CHO-SCR-58000,2023-09-20,2029-03-16,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2004,Small,Low,2023,September,0.005078160292552814,0.015550242076233766,79737.55000000008,13.96
5782,US-2023-100244-CHO-TRI-54000,2023-09-20,2029-03-16,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,65.33333333333333,2004,Medium,Medium,2023,September,0.023803876371341317,0.07289175973234578,79771.30000000008,7.2
5783,US-2023-100244-CHO-TRI-54000,2023-09-20,2029-03-16,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2004,Small,Low,2023,September,0.005289750304742514,0.016198168829410175,79778.80000000008,33.75
5780,US-2023-100244-CHO-SCR-58000,2023-09-20,2029-03-16,Standard Class,100244,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2004,Small,Low,2023,September,0.005078160292552814,0.015550242076233766,79876.82000000008,7.5
